Query,PubChem CID,Molecular Weight,Molecular Formula,CID,MolecularFormula,MolecularWeight,SMILES,CanonicalSMILES,IsomericSMILES,InChI,InChIKey,IUPACName,XLogP,ExactMass,MonoisotopicMass,TPSA,Complexity,Charge,HBondDonorCount,HBondAcceptorCount,RotatableBondCount,HeavyAtomCount,IsotopeAtomCount,DefinedAtomStereoCount,UndefinedAtomStereoCount,DefinedBondStereoCount,UndefinedBondStereoCount,CovalentUnitCount,Volume3D,XStericQuadrupole3D,YStericQuadrupole3D,ZStericQuadrupole3D,FeatureAcceptorCount3D,FeatureDonorCount3D,FeatureAnionCount3D,FeatureCationCount3D,FeatureRingCount3D,FeatureHydrophobeCount3D,EffectiveRotorCount3D,ConformerCount3D,Fingerprint2D
CHEMBL1968127,11338778,408.5,C22H25FN6O,11338778.0,C22H25FN6O,408.5,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CO3)C4=CC=C(C=C4)F)CN(C)C,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CO3)C4=CC=C(C=C4)F)CN(C)C,CC(C)(CNC1=NC=CC(=N1)C2=C(N=C3N2C=CO3)C4=CC=C(C=C4)F)CN(C)C,"InChI=1S/C22H25FN6O/c1-22(2,14-28(3)4)13-25-20-24-10-9-17(26-20)19-18(15-5-7-16(23)8-6-15)27-21-29(19)11-12-30-21/h5-12H,13-14H2,1-4H3,(H,24,25,26)",CDZPSYGUMJXDLL-UHFFFAOYSA-N,"N'-[4-[6-(4-fluorophenyl)imidazo[2,1-b][1,3]oxazol-5-yl]pyrimidin-2-yl]-N,N,2,2-tetramethylpropane-1,3-diamine",4.5,408.2073876,408.2073876,71.5,556.0,0.0,1.0,7.0,7.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,315.8,10.95,4.17,1.56,1.0,1.0,0.0,3.0,4.0,1.0,7.0,10.0,AAADceB7oQAAAAAAAAAAAAAAAAAAAWLAAAA8QAAAAAAWAAAB/AAAHwAQAAAADgjhng4/lJfMHECoAzx39ASCiC07UqAJ2KC7dJiOaOLA2fGdJAhohgLYyCcQgMAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1968130,49831040,169.57,C5H4ClN5,49831040.0,C5H4ClN5,169.57,C1=C(N2C(=NN=C2N)C=N1)Cl,C1=C(N2C(=NN=C2N)C=N1)Cl,C1=C(N2C(=NN=C2N)C=N1)Cl,"InChI=1S/C5H4ClN5/c6-3-1-8-2-4-9-10-5(7)11(3)4/h1-2H,(H2,7,10)",BGLCATULDGAIDO-UHFFFAOYSA-N,"5-chloro-[1,2,4]triazolo[4,3-a]pyrazin-3-amine",0.7,169.0155228,169.0155228,69.1,154.0,0.0,1.0,4.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,1.0,114.3,2.82,2.54,0.58,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,AAADcYBjgAAEAAAAAAAAAAAAAAAAAWAAAAAsAAAAAAAAAFgB4AAAHAIYAAAAAALBAyQtsB9MGACiABInZAAQhC8RE6AVQAAYMACASEAACABQgAAQCAKAACAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1968151,136027069,269.28,C12H7N5OS,136027069.0,C12H7N5OS,269.28,C1=CN=CC=C1C2=NN3C(=N2)C4=C(NC3=O)SC=C4,C1=CN=CC=C1C2=NN3C(=N2)C4=C(NC3=O)SC=C4,C1=CN=CC=C1C2=NN3C(=N2)C4=C(NC3=O)SC=C4,"InChI=1S/C12H7N5OS/c18-12-15-11-8(3-6-19-11)10-14-9(16-17(10)12)7-1-4-13-5-2-7/h1-6H,(H,15,18)",RYSOFKOEVPNDDI-UHFFFAOYSA-N,"4-pyridin-4-yl-10-thia-3,5,6,8-tetrazatricyclo[7.3.0.02,6]dodeca-1(9),2,4,11-tetraen-7-one",1.6,269.03713104,269.03713104,101.0,375.0,0.0,1.0,5.0,1.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,194.6,10.26,2.42,0.59,2.0,1.0,0.0,1.0,4.0,0.0,1.0,1.0,AAADcYBzoABAAAAAAAAAAAAAAAAAAWJAAAAsWAAAAAAAAFgB+AAAHgQYAAAADADFWwS9kZbIEAiuAjJndACTgKtxCrlf2Dg4ZJiIKOLg2ZGEIAh4jQLoyCYQAAAKAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1968245,49830600,404.9,C23H21ClN4O,49830600.0,C23H21ClN4O,404.9,C1=CC=C2C(=C1)C(=CN2)CC(COC3=C(N=CC(=C3)C=CC4=CC=NC=C4)Cl)N,C1=CC=C2C(=C1)C(=CN2)CC(COC3=C(N=CC(=C3)C=CC4=CC=NC=C4)Cl)N,C1=CC=C2C(=C1)C(=CN2)CC(COC3=C(N=CC(=C3)C=CC4=CC=NC=C4)Cl)N,"InChI=1S/C23H21ClN4O/c24-23-22(11-17(13-28-23)6-5-16-7-9-26-10-8-16)29-15-19(25)12-18-14-27-21-4-2-1-3-20(18)21/h1-11,13-14,19,27H,12,15,25H2",AQDWLHMFJHACCX-UHFFFAOYSA-N,1-[2-chloro-5-(2-pyridin-4-ylethenyl)pyridin-3-yl]oxy-3-(1H-indol-3-yl)propan-2-amine,4.2,404.140389,404.140389,76.8,527.0,0.0,2.0,4.0,7.0,29.0,0.0,0.0,1.0,0.0,1.0,1.0,314.0,11.55,4.97,2.08,3.0,2.0,0.0,2.0,4.0,0.0,7.0,10.0,AAADceB7oAAEAAAAAAAAAAAAAAAAAWAAAAA8WIAAAAAAAFgB/gAAHgIQAAAADC7hniY8xvLJlACgAzRnRASCiCAxZmAI2aA/b5gOJuPFs5uHOCjk0BHY6Aew0PIOgAAAAAACAAAAAAAAAAQAAAAAAAAAAA==
CHEMBL1968380,11577250,521.7,C28H39N7O3,11577250.0,C28H39N7O3,521.7,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,CCC1C(=O)N(C2=CN=C(N=C2N1C3CCCC3)NC4=C(C=C(C=C4)C(=O)NC5CCN(CC5)C)OC)C,"InChI=1S/C28H39N7O3/c1-5-22-27(37)34(3)23-17-29-28(32-25(23)35(22)20-8-6-7-9-20)31-21-11-10-18(16-24(21)38-4)26(36)30-19-12-14-33(2)15-13-19/h10-11,16-17,19-20,22H,5-9,12-15H2,1-4H3,(H,30,36)(H,29,31,32)",XQVVPGYIWAGRNI-UHFFFAOYSA-N,4-[(8-cyclopentyl-7-ethyl-5-methyl-6-oxo-7H-pteridin-2-yl)amino]-3-methoxy-N-(1-methylpiperidin-4-yl)benzamide,3.7,521.31143813,521.31143813,103.0,816.0,0.0,2.0,8.0,7.0,38.0,0.0,0.0,1.0,0.0,0.0,1.0,400.9,25.07,4.06,1.48,3.0,2.0,0.0,2.0,5.0,1.0,10.8,10.0,AAADcfB7sAAAAAAAAAAAAAAAAAAAAYAAAAA8WLEAAAAAAACxwAAAHgAQAAAADCzBmgY/9pfIFACoAjd3dACCiCk1MqAJ2KGvfNiObrLE/fuVNShs1hPY6ae6yRCeCAABAAAAEAAQAAIAAAAgAAAAAAAAAA==
CHEMBL1968394,49830505,223.27,C15H13NO,49830505.0,C15H13NO,223.27,CC1=CC(=CC=C1)C2=CC3=C(CNC3=O)C=C2,CC1=CC(=CC=C1)C2=CC3=C(CNC3=O)C=C2,CC1=CC(=CC=C1)C2=CC3=C(CNC3=O)C=C2,"InChI=1S/C15H13NO/c1-10-3-2-4-11(7-10)12-5-6-13-9-16-15(17)14(13)8-12/h2-8H,9H2,1H3,(H,16,17)",VKTGOQALQHPVAF-UHFFFAOYSA-N,"6-(3-methylphenyl)-2,3-dihydroisoindol-1-one",2.8,223.099714038,223.099714038,29.1,301.0,0.0,1.0,1.0,1.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,184.0,8.98,2.22,0.71,1.0,1.0,0.0,0.0,3.0,0.0,1.4,4.0,AAADccByIAAAAAAAAAAAAAAAAAAAAWAAAAAwYAAAAAAAAFgBQAAAHgAQAAAADADBmAQyAILAAACIAiFSEACCAAAkAAAIiIEIBMgIIDKAlRGEIQhghgCIiYcciMCOwAACAAAQAACAAAQAACAAAAAAAAAAAA==
CHEMBL1968406,49830381,415.5,C23H21N5OS,49830381.0,C23H21N5OS,415.5,CCC1=CC(=CC=C1)NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N,CCC1=CC(=CC=C1)NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N,CCC1=CC(=CC=C1)NC(=O)NC2=CC3=C(C=C2)C4=C(CC3)SC5=NC=NC(=C45)N,"InChI=1S/C23H21N5OS/c1-2-13-4-3-5-15(10-13)27-23(29)28-16-7-8-17-14(11-16)6-9-18-19(17)20-21(24)25-12-26-22(20)30-18/h3-5,7-8,10-12H,2,6,9H2,1H3,(H2,24,25,26)(H2,27,28,29)",XYXLUJQBBIBJFV-UHFFFAOYSA-N,"1-(16-amino-11-thia-13,15-diazatetracyclo[8.7.0.02,7.012,17]heptadeca-1(10),2(7),3,5,12,14,16-heptaen-5-yl)-3-(3-ethylphenyl)urea",4.5,415.14668148,415.14668148,121.0,620.0,0.0,3.0,5.0,3.0,30.0,0.0,0.0,0.0,0.0,0.0,1.0,318.5,27.61,2.91,0.77,2.0,3.0,0.0,2.0,5.0,1.0,5.4,10.0,AAADceB7oABAAAAAAAAAAAAAAAAAASAAAAA8YMEAAAAAAFjB/AAAHgQQAAAADAiBWgQ38dbIEAisAiZjdACD0KlxCrgJ2DAoZJiIKCLg2dGEJAxolAJoyCcQgMAOiAAAQAAQAAAwAAWAACgAAAAAAAAAAA==
CHEMBL1968459,49830321,267.33,C15H17N5,49830321.0,C15H17N5,267.33,CCCCNC1=NC=NC(=C1)C2=CNC3=C2C=CC=N3,CCCCNC1=NC=NC(=C1)C2=CNC3=C2C=CC=N3,CCCCNC1=NC=NC(=C1)C2=CNC3=C2C=CC=N3,"InChI=1S/C15H17N5/c1-2-3-6-16-14-8-13(19-10-20-14)12-9-18-15-11(12)5-4-7-17-15/h4-5,7-10H,2-3,6H2,1H3,(H,17,18)(H,16,19,20)",YJBNTRQKJQHMTM-UHFFFAOYSA-N,"N-butyl-6-(1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-4-amine",2.8,267.14839556,267.14839556,66.5,298.0,0.0,2.0,4.0,5.0,20.0,0.0,0.0,0.0,0.0,0.0,1.0,206.4,13.88,2.68,0.78,1.0,2.0,0.0,3.0,3.0,1.0,5.0,10.0,AAADceBzgAAAAAAAAAAAAAAAAAAAAWAAAAAsWAAAAAAAAFgB/gAAHAAQAAAADAjBHwQ/sN7JkACgAzZnZACCgCmxAqAJ2aA4ZJiIKOLA2dGEJAhokALIyCcQgIAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1968515,3071991,203.2,C10H9N3O2,3071991.0,C10H9N3O2,203.2,C1C(=O)NN=C2N1C3=CC=CC=C3OC2,C1C(=O)NN=C2N1C3=CC=CC=C3OC2,C1C(=O)NN=C2N1C3=CC=CC=C3OC2,"InChI=1S/C10H9N3O2/c14-10-5-13-7-3-1-2-4-8(7)15-6-9(13)11-12-10/h1-4H,5-6H2,(H,12,14)",PNPBXXNNLJGHBP-UHFFFAOYSA-N,"3,5-dihydro-1H-[1,2,4]triazino[3,4-c][1,4]benzoxazin-2-one",0.4,203.069476538,203.069476538,53.9,316.0,0.0,1.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,1.0,149.4,5.77,2.26,0.61,2.0,1.0,0.0,1.0,3.0,0.0,0.8,1.0,AAADccBzMAAAAAAAAAAAAAAAAAAAAAAAAAA8QIAAAAAAAACxAAAAHgAYAAAACAzhkAYxxoNiBACoACdycASSCAAhIgAbiACfbIgOZiLEubuXOCjk2BHY6AeQQAAAAAAAAAAAEAAAAAAAAAAgAAAAAAAAAA==
CHEMBL1968590,49830813,380.5,C19H16N4OS2,49830813.0,C19H16N4OS2,380.5,CC1=NC2=C(S1)C=CC(=C2)C3=CSC4=C3C(=NC=C4C=CC(=O)NC)N,CC1=NC2=C(S1)C=CC(=C2)C3=CSC4=C3C(=NC=C4C=CC(=O)NC)N,CC1=NC2=C(S1)C=CC(=C2)C3=CSC4=C3C(=NC=C4C=CC(=O)NC)N,"InChI=1S/C19H16N4OS2/c1-10-23-14-7-11(3-5-15(14)26-10)13-9-25-18-12(4-6-16(24)21-2)8-22-19(20)17(13)18/h3-9H,1-2H3,(H2,20,22)(H,21,24)",XNEPVLVYFUGJLF-UHFFFAOYSA-N,"3-[4-amino-3-(2-methyl-1,3-benzothiazol-5-yl)thieno[3,2-c]pyridin-7-yl]-N-methylprop-2-enamide",3.7,380.07655349,380.07655349,137.0,560.0,0.0,2.0,6.0,3.0,26.0,0.0,0.0,0.0,0.0,1.0,1.0,287.3,20.68,1.7,1.43,2.0,2.0,0.0,1.0,4.0,0.0,4.0,5.0,AAADceB7oABgAAAAAAAAAAAAAAAAAWJAAAA8QAAAAAAAAFgB/gAAHgQQAAAADAjF3gS/8fLIEAisAzd3dACD8KlxCjhI2Lw4ZNiIIOLgkZGEIAxgkgLoyacQgMAOkAAAQAAAAQAgAACAAAACAAAAAAAAAA==
CHEMBL1968606,49830425,354.8,C18H15ClN4O2,49830425.0,C18H15ClN4O2,354.8,CC1=CC(=O)NN=C1C2=CC=C(C=C2)NC(=O)NC3=CC(=CC=C3)Cl,CC1=CC(=O)NN=C1C2=CC=C(C=C2)NC(=O)NC3=CC(=CC=C3)Cl,CC1=CC(=O)NN=C1C2=CC=C(C=C2)NC(=O)NC3=CC(=CC=C3)Cl,"InChI=1S/C18H15ClN4O2/c1-11-9-16(24)22-23-17(11)12-5-7-14(8-6-12)20-18(25)21-15-4-2-3-13(19)10-15/h2-10H,1H3,(H,22,24)(H2,20,21,25)",VYPMKWZQENSPAB-UHFFFAOYSA-N,1-(3-chlorophenyl)-3-[4-(4-methyl-6-oxo-1H-pyridazin-3-yl)phenyl]urea,2.8,354.0883534,354.0883534,82.6,582.0,0.0,3.0,3.0,3.0,25.0,0.0,0.0,0.0,0.0,0.0,1.0,265.6,25.97,1.41,1.08,3.0,3.0,0.0,0.0,3.0,0.0,5.0,10.0,AAADccB7sAAEAAAAAAAAAAAAAAAAAAAAAAAwYIAAAAAAAAABQAAAHgIYAAAADAqBmCAzwILiAACoAyVyUACSAAAhBwAaiAAgZtiIIKLBk5GEIAhonAJIyScQgIAOCAAAAAIAAAAQAAAABAAAAAAAAAAAAA==
CHEMBL1968705,25012088,535.6,C31H33N7O2,25012088.0,C31H33N7O2,535.6,CCCC(=O)NC1=CC=CC(=C1)C2=NC3=C(C=C(C=C3)OCCN4CCCC4)C(=N2)NC5=CC6=C(C=C5)NN=C6,CCCC(=O)NC1=CC=CC(=C1)C2=NC3=C(C=C(C=C3)OCCN4CCCC4)C(=N2)NC5=CC6=C(C=C5)NN=C6,CCCC(=O)NC1=CC=CC(=C1)C2=NC3=C(C=C(C=C3)OCCN4CCCC4)C(=N2)NC5=CC6=C(C=C5)NN=C6,"InChI=1S/C31H33N7O2/c1-2-6-29(39)33-23-8-5-7-21(17-23)30-35-28-12-10-25(40-16-15-38-13-3-4-14-38)19-26(28)31(36-30)34-24-9-11-27-22(18-24)20-32-37-27/h5,7-12,17-20H,2-4,6,13-16H2,1H3,(H,32,37)(H,33,39)(H,34,35,36)",HTROFVQKJODSCL-UHFFFAOYSA-N,N-[3-[4-(1H-indazol-5-ylamino)-6-(2-pyrrolidin-1-ylethoxy)quinazolin-2-yl]phenyl]butanamide,5.2,535.26957332,535.26957332,108.0,811.0,0.0,3.0,7.0,10.0,40.0,0.0,0.0,0.0,0.0,0.0,1.0,420.4,27.32,6.63,1.07,3.0,3.0,0.0,3.0,6.0,1.0,12.0,10.0,AAADcfB7sAAAAAAAAAAAAAAAAAAAAWLAAAA8YMEAAAAAAFix/gAAHgAYAAAADAzhnwY/9vfrFACqAzd3dACSjCkhoqAZuSE+bJiOLvLE+duHvCjs3BPY6CewwBAOAECBQAACAAAAgQKAAAQAAAAAAAAAAA==
CHEMBL1968791,49830757,467.6,C29H33N5O,49830757.0,C29H33N5O,467.6,CC1=C(C2=C(N=CN=C2N1C3CC(C3)CN4CCCC4)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,CC1=C(C2=C(N=CN=C2N1C3CC(C3)CN4CCCC4)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,CC1=C(C2=C(N=CN=C2N1C3CC(C3)CN4CCCC4)N)C5=CC(=CC=C5)OCC6=CC=CC=C6,"InChI=1S/C29H33N5O/c1-20-26(23-10-7-11-25(16-23)35-18-21-8-3-2-4-9-21)27-28(30)31-19-32-29(27)34(20)24-14-22(15-24)17-33-12-5-6-13-33/h2-4,7-11,16,19,22,24H,5-6,12-15,17-18H2,1H3,(H2,30,31,32)",GQGMUKOYILWOIQ-UHFFFAOYSA-N,"6-methyl-5-(3-phenylmethoxyphenyl)-7-[3-(pyrrolidin-1-ylmethyl)cyclobutyl]pyrrolo[2,3-d]pyrimidin-4-amine",5.0,467.26851069,467.26851069,69.2,674.0,0.0,1.0,5.0,7.0,35.0,0.0,0.0,0.0,0.0,0.0,1.0,371.1,19.32,6.56,2.38,1.0,1.0,0.0,4.0,6.0,0.0,8.8,10.0,AAADcfB7oAAAAAAAAAAAAAAAAABgAWLAAAA8YIAAAAAAAFgB/AAAHgAQAAAADSzhnwY3tt9MFACgAyZjZACCiCkxIKAJ2CA+TJiMLmLE+duGPCjswBPI6CeQ0PMOgAABAAAAAAAAAAIAAAAAAAAAAAAAAA==
CHEMBL1968850,49830947,246.65,C11H7ClN4O,49830947.0,C11H7ClN4O,246.65,C1=CC=C2C(=C1)NC3=NN=C(C=C3C(=O)N2)Cl,C1=CC=C2C(=C1)NC3=NN=C(C=C3C(=O)N2)Cl,C1=CC=C2C(=C1)NC3=NN=C(C=C3C(=O)N2)Cl,"InChI=1S/C11H7ClN4O/c12-9-5-6-10(16-15-9)13-7-3-1-2-4-8(7)14-11(6)17/h1-5H,(H,13,16)(H,14,17)",AEZICWXXUCODMN-UHFFFAOYSA-N,"3-chloro-6,11-dihydropyridazino[3,4-b][1,5]benzodiazepin-5-one",1.6,246.0308386,246.0308386,66.9,314.0,0.0,2.0,4.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,1.0,175.4,8.47,2.1,0.59,2.0,2.0,0.0,1.0,3.0,0.0,0.4,1.0,AAADcYBzoAAEAAAAAAAAAAAAAAAAAAAAAAA8QAAABYAAAAABwAAAHgIYAAAADAqBmiAx8JLAAACqAidycACSBAIlBwAdmCEwdtiIYPrB35GUoYhwnALIyecUAAAIAAAAAAAAACAAAAAAAAAAQAAAAAAAAA==
CHEMBL1968868,49830682,357.29,C17H10F3N5O,49830682.0,C17H10F3N5O,357.29,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C#N,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C#N,C1=CC(=NC(=C1)NC(=O)NC2=C3C=CC(=CC3=NC=C2)C(F)(F)F)C#N,"InChI=1S/C17H10F3N5O/c18-17(19,20)10-4-5-12-13(6-7-22-14(12)8-10)24-16(26)25-15-3-1-2-11(9-21)23-15/h1-8H,(H2,22,23,24,25,26)",YNUMBZPWLHDVEX-UHFFFAOYSA-N,1-(6-cyanopyridin-2-yl)-3-[7-(trifluoromethyl)quinolin-4-yl]urea,3.0,357.08374445,357.08374445,90.7,560.0,0.0,2.0,7.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,1.0,258.0,20.6,2.79,0.65,4.0,2.0,0.0,0.0,3.0,0.0,5.0,10.0,AAADccB7oYAAAAAAAAAAAAAAAAAAAAAAAAA8WIAAAAAAAACx/AAAHwAQAAAADAjBHhQ98PLIEAC4BzZndACigCkxAiAJ2CA4ZJiIoOLA0dGEJAholQLIyC8QgMAOQAAAQAACAACAAACAAAQAAAAAAAAAAA==
CHEMBL1968926,884767,268.34,C14H12N4S,884767.0,C14H12N4S,268.34,C1=CC=C(C=C1)CSC2=NNC(=N2)C3=CC=NC=C3,C1=CC=C(C=C1)CSC2=NNC(=N2)C3=CC=NC=C3,C1=CC=C(C=C1)CSC2=NNC(=N2)C3=CC=NC=C3,"InChI=1S/C14H12N4S/c1-2-4-11(5-3-1)10-19-14-16-13(17-18-14)12-6-8-15-9-7-12/h1-9H,10H2,(H,16,17,18)",JTTNDRXETJGQKP-UHFFFAOYSA-N,"4-(3-benzylsulfanyl-1H-1,2,4-triazol-5-yl)pyridine",2.9,268.07826757,268.07826757,79.8,264.0,0.0,1.0,4.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,1.0,209.1,15.72,2.1,0.92,1.0,1.0,0.0,2.0,3.0,0.0,4.0,10.0,AAADccBzgABAAAAAAAAAAAAAAAAAAWAAAAA8QAAAAAAAAAAB8AAAHAQYAAAADADFWwS9kJZrEAiiAjJnZACS0CvxArAd+CA4ZJiIKOLgmZGEIAhgiALIyAcQgAAOAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1968930,49830303,330.81,C16H19ClN6,49830303.0,C16H19ClN6,330.81,CC(C)(CN)CNC1=NC(=CC(=N1)Cl)C2=CNC3=C2C=CC=N3,CC(C)(CN)CNC1=NC(=CC(=N1)Cl)C2=CNC3=C2C=CC=N3,CC(C)(CN)CNC1=NC(=CC(=N1)Cl)C2=CNC3=C2C=CC=N3,"InChI=1S/C16H19ClN6/c1-16(2,8-18)9-21-15-22-12(6-13(17)23-15)11-7-20-14-10(11)4-3-5-19-14/h3-7H,8-9,18H2,1-2H3,(H,19,20)(H,21,22,23)",HOYRWTWZUFFACV-UHFFFAOYSA-N,"N'-[4-chloro-6-(1H-pyrrolo[2,3-b]pyridin-3-yl)pyrimidin-2-yl]-2,2-dimethylpropane-1,3-diamine",3.3,330.1359723,330.1359723,92.5,393.0,0.0,3.0,5.0,5.0,23.0,0.0,0.0,0.0,0.0,0.0,1.0,249.0,9.71,5.11,1.07,2.0,3.0,0.0,3.0,3.0,1.0,5.0,10.0,AAADceB7gAAEAAAAAAAAAAAAAAAAAWAAAAAsWAAAAAAAAFgB/gAAHAIQAAAADgrBHyQ/sN7JkACgAzZnZACCgCmxB6AJ2aA4ZpiIKOLB29GEJAhogALIyCcQgIAOgAAAAAAAAAAAAAAAAAAAAAAAAAAAAA==
CHEMBL1969042,135566832,359.4,C21H17N3O3,135566832.0,C21H17N3O3,359.4,C1=CC(=CC=C1C2=C(NN=C2NC3=CC=C(C=C3)O)C4=CC=C(C=C4)O)O,C1=CC(=CC=C1C2=C(NN=C2NC3=CC=C(C=C3)O)C4=CC=C(C=C4)O)O,C1=CC(=CC=C1C2=C(NN=C2NC3=CC=C(C=C3)O)C4=CC=C(C=C4)O)O,"InChI=1S/C21H17N3O3/c25-16-7-1-13(2-8-16)19-20(14-3-9-17(26)10-4-14)23-24-21(19)22-15-5-11-18(27)12-6-15/h1-12,25-27H,(H2,22,23,24)",VIJBEUTVNBPGIU-UHFFFAOYSA-N,4-[3-(4-hydroxyanilino)-5-(4-hydroxyphenyl)-1H-pyrazol-4-yl]phenol,4.3,359.12699141,359.12699141,101.0,456.0,0.0,5.0,5.0,4.0,27.0,0.0,0.0,0.0,0.0,0.0,1.0,279.3,14.1,4.4,0.94,0.0,5.0,0.0,1.0,4.0,0.0,4.0,10.0,AAADceB7MAAAAAAAAAAAAAAAAAAAAWAAAAAwYMAAAAAAAAAB1AAAHgAYCAAADAyBngAx9pLjAgCiAyZiYACSBAIhIgAduSAmbJiIJuLC2dOE9Ah02BPI2Cew0PEOoEAAAAAAAABAgAAAAAAAAAAAAAAAAA==
CHEMBL1969049,49830485,346.4,C22H22N2O2,49830485.0,C22H22N2O2,346.4,CC1=C(C=CC(=C1)C(=O)NC(C)C2=CC(=CC=C2)OC)C3=CC=NC=C3,CC1=C(C=CC(=C1)C(=O)NC(C)C2=CC(=CC=C2)OC)C3=CC=NC=C3,CC1=C(C=CC(=C1)C(=O)NC(C)C2=CC(=CC=C2)OC)C3=CC=NC=C3,"InChI=1S/C22H22N2O2/c1-15-13-19(7-8-21(15)17-9-11-23-12-10-17)22(25)24-16(2)18-5-4-6-20(14-18)26-3/h4-14,16H,1-3H3,(H,24,25)",ZCXXFPLQFFRMPN-UHFFFAOYSA-N,N-[1-(3-methoxyphenyl)ethyl]-3-methyl-4-pyridin-4-ylbenzamide,4.0,346.168127949,346.168127949,51.2,449.0,0.0,1.0,3.0,5.0,26.0,0.0,0.0,1.0,0.0,0.0,1.0,281.1,20.2,2.66,1.36,3.0,1.0,0.0,0.0,3.0,0.0,6.0,10.0,AAADceB7MAAAAAAAAAAAAAAAAAAAAAAAAAA8YIAAAAAAAAAB0AAAHgAQAAAADCzBmgY+hpLIFACoAjF3VACCiCA1IiAI2KE+bNgMJnLEtZuEMShk1hHI6Ye4yPCOwAADAAAQAACAAAYAACAAAAAAAAAAAA==
CHEMBL1969102,18451073,440.5,C24H20N6OS,18451073.0,C24H20N6OS,440.5,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CNN=C5)N,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CNN=C5)N,CC1=CC(=CC=C1)NC(=O)NC2=CC=C(C=C2)C3=CSC4=C3C(=NC=C4C5=CNN=C5)N,"InChI=1S/C24H20N6OS/c1-14-3-2-4-18(9-14)30-24(31)29-17-7-5-15(6-8-17)20-13-32-22-19(16-10-27-28-11-16)12-26-23(25)21(20)22/h2-13H,1H3,(H2,25,26)(H,27,28)(H2,29,30,31)",UGEJLCNSVIVALC-UHFFFAOYSA-N,"1-[4-[4-amino-7-(1H-pyrazol-4-yl)thieno[3,2-c]pyridin-3-yl]phenyl]-3-(3-methylphenyl)urea",4.0,440.14193046,440.14193046,137.0,644.0,0.0,4.0,5.0,4.0,32.0,0.0,0.0,0.0,0.0,0.0,1.0,337.5,34.14,1.54,1.35,2.0,4.0,0.0,1.0,5.0,0.0,6.0,10.0,AAADceB7oABAAAAAAAAAAAAAAAAAAWJAAAA8YIAAAAAAAFgB/gAAHgQYAAAADAjFWgS/8dLrEAiuAjZndACThKkxijAY+bAoZJiIIOLg0dGEpAxonALoyCcQgMAOiAAAQAAAAAAQAACAAAAAAAAAAAAAAA==
